sep=,
2025-05-20 23:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-20 23:00:00,mistral.mistral-small-2503,88
2025-05-20 23:00:00,mistral.pixtral-large-2411,57
2025-05-20 23:00:00,ollama.mistral:7b,154
2025-05-20 23:00:00,openai.gpt-4.1-2025-04-14,532 K
2025-05-20 23:00:00,openai.gpt-4.1-mini-2025-04-14,2.29 Mil
2025-05-20 23:00:00,openai.o4-mini-2025-04-16,109 K
2025-05-21 00:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 00:00:00,anthropic.claude-3-7-sonnet-20250219,131 K
2025-05-21 00:00:00,google_genai.gemini-1.5-pro-002,164 K
2025-05-21 00:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 00:00:00,meta.llama-3-2-11b-vision-instruct,723
2025-05-21 00:00:00,mistral.mistral-small-2503,88
2025-05-21 00:00:00,mistral.pixtral-large-2411,60
2025-05-21 00:00:00,ollama.mistral:7b,154
2025-05-21 00:00:00,openai.gpt-4.1-2025-04-14,609 K
2025-05-21 00:00:00,openai.gpt-4.1-mini-2025-04-14,637 K
2025-05-21 00:00:00,openai.o4-mini-2025-04-16,130
2025-05-21 01:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 01:00:00,anthropic.claude-3-7-sonnet-20250219,196 K
2025-05-21 01:00:00,google_genai.gemini-1.5-pro-002,105 K
2025-05-21 01:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 01:00:00,meta.llama-3-2-11b-vision-instruct,15.8 K
2025-05-21 01:00:00,mistral.mistral-small-2503,88
2025-05-21 01:00:00,mistral.pixtral-large-2411,114
2025-05-21 01:00:00,ollama.mistral:7b,154
2025-05-21 01:00:00,openai.gpt-4.1-2025-04-14,147 K
2025-05-21 01:00:00,openai.gpt-4.1-mini-2025-04-14,849 K
2025-05-21 01:00:00,openai.o4-mini-2025-04-16,130
2025-05-21 02:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 02:00:00,anthropic.claude-3-7-sonnet-20250219,266 K
2025-05-21 02:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 02:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 02:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-21 02:00:00,mistral.mistral-small-2503,88
2025-05-21 02:00:00,mistral.pixtral-large-2411,56
2025-05-21 02:00:00,ollama.mistral:7b,154
2025-05-21 02:00:00,openai.gpt-4.1-2025-04-14,57.6 K
2025-05-21 02:00:00,openai.gpt-4.1-mini-2025-04-14,1.04 Mil
2025-05-21 02:00:00,openai.o4-mini-2025-04-16,130
2025-05-21 03:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 03:00:00,anthropic.claude-3-7-sonnet-20250219,29.6 K
2025-05-21 03:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 03:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 03:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-21 03:00:00,mistral.mistral-small-2503,68
2025-05-21 03:00:00,mistral.pixtral-large-2411,75
2025-05-21 03:00:00,ollama.mistral:7b,154
2025-05-21 03:00:00,openai.gpt-4.1-2025-04-14,14.3 K
2025-05-21 03:00:00,openai.gpt-4.1-mini-2025-04-14,1.57 Mil
2025-05-21 03:00:00,openai.o4-mini-2025-04-16,55.2 K
2025-05-21 04:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 04:00:00,anthropic.claude-3-7-sonnet-20250219,305 K
2025-05-21 04:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 04:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 04:00:00,meta.llama-3-2-11b-vision-instruct,203 K
2025-05-21 04:00:00,mistral.mistral-small-2503,88
2025-05-21 04:00:00,mistral.pixtral-large-2411,69
2025-05-21 04:00:00,ollama.mistral:7b,154
2025-05-21 04:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-21 04:00:00,openai.gpt-4.1-mini-2025-04-14,515 K
2025-05-21 04:00:00,openai.o4-mini-2025-04-16,66
2025-05-21 05:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 05:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-21 05:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 05:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 05:00:00,meta.llama-3-2-11b-vision-instruct,1.11 K
2025-05-21 05:00:00,mistral.mistral-small-2503,177
2025-05-21 05:00:00,mistral.pixtral-large-2411,96
2025-05-21 05:00:00,ollama.mistral:7b,154
2025-05-21 05:00:00,openai.gpt-4.1-2025-04-14,102 K
2025-05-21 05:00:00,openai.gpt-4.1-mini-2025-04-14,201 K
2025-05-21 05:00:00,openai.o4-mini-2025-04-16,130
2025-05-21 06:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 06:00:00,anthropic.claude-3-7-sonnet-20250219,5.10 K
2025-05-21 06:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 06:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 06:00:00,meta.llama-3-2-11b-vision-instruct,1.17 K
2025-05-21 06:00:00,mistral.mistral-small-2503,196
2025-05-21 06:00:00,mistral.pixtral-large-2411,88
2025-05-21 06:00:00,ollama.mistral:7b,154
2025-05-21 06:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-21 06:00:00,openai.gpt-4.1-mini-2025-04-14,482 K
2025-05-21 06:00:00,openai.o4-mini-2025-04-16,1.50 K
2025-05-21 07:00:00,anthropic.claude-3-5-haiku-20241022,12.5 K
2025-05-21 07:00:00,anthropic.claude-3-7-sonnet-20250219,43.8 K
2025-05-21 07:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 07:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 07:00:00,meta.llama-3-2-11b-vision-instruct,482 K
2025-05-21 07:00:00,mistral.mistral-small-2503,208
2025-05-21 07:00:00,mistral.pixtral-large-2411,34
2025-05-21 07:00:00,ollama.mistral:7b,154
2025-05-21 07:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-21 07:00:00,openai.gpt-4.1-mini-2025-04-14,350 K
2025-05-21 07:00:00,openai.o4-mini-2025-04-16,5.24 K
2025-05-21 08:00:00,anthropic.claude-3-5-haiku-20241022,6.67 K
2025-05-21 08:00:00,anthropic.claude-3-7-sonnet-20250219,83.8 K
2025-05-21 08:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 08:00:00,google_genai.gemini-2.0-flash-001,8.11 K
2025-05-21 08:00:00,meta.llama-3-2-11b-vision-instruct,170 K
2025-05-21 08:00:00,mistral.mistral-small-2503,321
2025-05-21 08:00:00,mistral.pixtral-large-2411,73
2025-05-21 08:00:00,ollama.mistral:7b,154
2025-05-21 08:00:00,openai.gpt-4.1-2025-04-14,7.17 K
2025-05-21 08:00:00,openai.gpt-4.1-mini-2025-04-14,896 K
2025-05-21 08:00:00,openai.o4-mini-2025-04-16,4.32 K
2025-05-21 09:00:00,anthropic.claude-3-5-haiku-20241022,6.48 K
2025-05-21 09:00:00,anthropic.claude-3-7-sonnet-20250219,156 K
2025-05-21 09:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 09:00:00,google_genai.gemini-2.0-flash-001,133
2025-05-21 09:00:00,meta.llama-3-2-11b-vision-instruct,17.7 K
2025-05-21 09:00:00,mistral.mistral-small-2503,89
2025-05-21 09:00:00,mistral.pixtral-large-2411,67
2025-05-21 09:00:00,ollama.mistral:7b,154
2025-05-21 09:00:00,openai.gpt-4.1-2025-04-14,254 K
2025-05-21 09:00:00,openai.gpt-4.1-mini-2025-04-14,1.97 Mil
2025-05-21 09:00:00,openai.o4-mini-2025-04-16,42.3 K
2025-05-21 10:00:00,anthropic.claude-3-5-haiku-20241022,90.4 K
2025-05-21 10:00:00,anthropic.claude-3-7-sonnet-20250219,113 K
2025-05-21 10:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 10:00:00,google_genai.gemini-2.0-flash-001,31.8 K
2025-05-21 10:00:00,meta.llama-3-2-11b-vision-instruct,6.42 K
2025-05-21 10:00:00,mistral.mistral-small-2503,88
2025-05-21 10:00:00,mistral.pixtral-large-2411,68
2025-05-21 10:00:00,ollama.mistral:7b,154
2025-05-21 10:00:00,openai.gpt-4.1-2025-04-14,196 K
2025-05-21 10:00:00,openai.gpt-4.1-mini-2025-04-14,2.75 Mil
2025-05-21 10:00:00,openai.o4-mini-2025-04-16,109 K
2025-05-21 11:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 11:00:00,anthropic.claude-3-7-sonnet-20250219,416 K
2025-05-21 11:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 11:00:00,google_genai.gemini-2.0-flash-001,4.54 K
2025-05-21 11:00:00,meta.llama-3-2-11b-vision-instruct,45.6 K
2025-05-21 11:00:00,mistral.mistral-small-2503,88
2025-05-21 11:00:00,mistral.pixtral-large-2411,57
2025-05-21 11:00:00,ollama.mistral:7b,154
2025-05-21 11:00:00,openai.gpt-4.1-2025-04-14,631 K
2025-05-21 11:00:00,openai.gpt-4.1-mini-2025-04-14,2.24 Mil
2025-05-21 11:00:00,openai.o4-mini-2025-04-16,147 K
2025-05-21 12:00:00,anthropic.claude-3-5-haiku-20241022,9.50 K
2025-05-21 12:00:00,anthropic.claude-3-7-sonnet-20250219,321 K
2025-05-21 12:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 12:00:00,google_genai.gemini-2.0-flash-001,4.04 K
2025-05-21 12:00:00,meta.llama-3-2-11b-vision-instruct,1.16 K
2025-05-21 12:00:00,mistral.mistral-small-2503,88
2025-05-21 12:00:00,mistral.pixtral-large-2411,57
2025-05-21 12:00:00,ollama.mistral:7b,154
2025-05-21 12:00:00,openai.gpt-4.1-2025-04-14,272 K
2025-05-21 12:00:00,openai.gpt-4.1-mini-2025-04-14,1.58 Mil
2025-05-21 12:00:00,openai.o4-mini-2025-04-16,414 K
2025-05-21 13:00:00,anthropic.claude-3-5-haiku-20241022,33.0 K
2025-05-21 13:00:00,anthropic.claude-3-7-sonnet-20250219,323 K
2025-05-21 13:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 13:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 13:00:00,meta.llama-3-2-11b-vision-instruct,120 K
2025-05-21 13:00:00,mistral.mistral-small-2503,88
2025-05-21 13:00:00,mistral.pixtral-large-2411,90
2025-05-21 13:00:00,ollama.mistral:7b,154
2025-05-21 13:00:00,openai.gpt-4.1-2025-04-14,345 K
2025-05-21 13:00:00,openai.gpt-4.1-mini-2025-04-14,3.49 Mil
2025-05-21 13:00:00,openai.o4-mini-2025-04-16,151 K
2025-05-21 14:00:00,anthropic.claude-3-5-haiku-20241022,72.4 K
2025-05-21 14:00:00,anthropic.claude-3-7-sonnet-20250219,713 K
2025-05-21 14:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 14:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 14:00:00,meta.llama-3-2-11b-vision-instruct,124 K
2025-05-21 14:00:00,mistral.mistral-small-2503,89
2025-05-21 14:00:00,mistral.pixtral-large-2411,34
2025-05-21 14:00:00,ollama.mistral:7b,154
2025-05-21 14:00:00,openai.gpt-4.1-2025-04-14,356 K
2025-05-21 14:00:00,openai.gpt-4.1-mini-2025-04-14,1.97 Mil
2025-05-21 14:00:00,openai.o4-mini-2025-04-16,303 K
2025-05-21 15:00:00,anthropic.claude-3-5-haiku-20241022,2.03 K
2025-05-21 15:00:00,anthropic.claude-3-7-sonnet-20250219,829 K
2025-05-21 15:00:00,google_genai.gemini-1.5-pro-002,45
2025-05-21 15:00:00,google_genai.gemini-2.0-flash-001,13.9 K
2025-05-21 15:00:00,meta.llama-3-2-11b-vision-instruct,57.9 K
2025-05-21 15:00:00,mistral.mistral-small-2503,244
2025-05-21 15:00:00,mistral.pixtral-large-2411,124
2025-05-21 15:00:00,ollama.mistral:7b,154
2025-05-21 15:00:00,openai.gpt-4.1-2025-04-14,795 K
2025-05-21 15:00:00,openai.gpt-4.1-mini-2025-04-14,2.62 Mil
2025-05-21 15:00:00,openai.o4-mini-2025-04-16,161 K
2025-05-21 16:00:00,anthropic.claude-3-5-haiku-20241022,16.0 K
2025-05-21 16:00:00,anthropic.claude-3-7-sonnet-20250219,456 K
2025-05-21 16:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 16:00:00,google_genai.gemini-2.0-flash-001,119 K
2025-05-21 16:00:00,meta.llama-3-2-11b-vision-instruct,281
2025-05-21 16:00:00,mistral.mistral-small-2503,88
2025-05-21 16:00:00,mistral.pixtral-large-2411,131
2025-05-21 16:00:00,ollama.mistral:7b,154
2025-05-21 16:00:00,openai.gpt-4.1-2025-04-14,145 K
2025-05-21 16:00:00,openai.gpt-4.1-mini-2025-04-14,1.76 Mil
2025-05-21 16:00:00,openai.o4-mini-2025-04-16,33.1 K
2025-05-21 17:00:00,anthropic.claude-3-5-haiku-20241022,68
2025-05-21 17:00:00,anthropic.claude-3-7-sonnet-20250219,141 K
2025-05-21 17:00:00,google_genai.gemini-1.5-pro-002,58.3 K
2025-05-21 17:00:00,google_genai.gemini-2.0-flash-001,40
2025-05-21 17:00:00,meta.llama-3-2-11b-vision-instruct,1.15 K
2025-05-21 17:00:00,mistral.mistral-small-2503,249
2025-05-21 17:00:00,mistral.pixtral-large-2411,292
2025-05-21 17:00:00,ollama.mistral:7b,2.09 K
2025-05-21 17:00:00,openai.gpt-4.1-2025-04-14,545 K
2025-05-21 17:00:00,openai.gpt-4.1-mini-2025-04-14,1.64 Mil
2025-05-21 17:00:00,openai.o4-mini-2025-04-16,126 K
2025-05-21 18:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 18:00:00,anthropic.claude-3-7-sonnet-20250219,260 K
2025-05-21 18:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 18:00:00,google_genai.gemini-2.0-flash-001,3.84 K
2025-05-21 18:00:00,meta.llama-3-2-11b-vision-instruct,1.12 K
2025-05-21 18:00:00,mistral.mistral-small-2503,88
2025-05-21 18:00:00,mistral.pixtral-large-2411,34
2025-05-21 18:00:00,ollama.mistral:7b,70
2025-05-21 18:00:00,openai.gpt-4.1-2025-04-14,809 K
2025-05-21 18:00:00,openai.gpt-4.1-mini-2025-04-14,1.15 Mil
2025-05-21 18:00:00,openai.o4-mini-2025-04-16,487 K
2025-05-21 19:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 19:00:00,anthropic.claude-3-7-sonnet-20250219,430 K
2025-05-21 19:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 19:00:00,google_genai.gemini-2.0-flash-001,298
2025-05-21 19:00:00,meta.llama-3-2-11b-vision-instruct,698
2025-05-21 19:00:00,mistral.mistral-small-2503,89
2025-05-21 19:00:00,mistral.pixtral-large-2411,57
2025-05-21 19:00:00,ollama.mistral:7b,70
2025-05-21 19:00:00,openai.gpt-4.1-2025-04-14,102 K
2025-05-21 19:00:00,openai.gpt-4.1-mini-2025-04-14,1.58 Mil
2025-05-21 19:00:00,openai.o4-mini-2025-04-16,251 K
2025-05-21 20:00:00,anthropic.claude-3-5-haiku-20241022,683
2025-05-21 20:00:00,anthropic.claude-3-7-sonnet-20250219,510 K
2025-05-21 20:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-21 20:00:00,google_genai.gemini-2.0-flash-001,279
2025-05-21 20:00:00,meta.llama-3-2-11b-vision-instruct,11.6 K
2025-05-21 20:00:00,mistral.mistral-small-2503,88
2025-05-21 20:00:00,mistral.pixtral-large-2411,95
2025-05-21 20:00:00,ollama.mistral:7b,35
2025-05-21 20:00:00,openai.gpt-4.1-2025-04-14,164 K
2025-05-21 20:00:00,openai.gpt-4.1-mini-2025-04-14,1.43 Mil
2025-05-21 20:00:00,openai.o4-mini-2025-04-16,3.97 Mil
2025-05-21 21:00:00,anthropic.claude-3-5-haiku-20241022,2.04 K
2025-05-21 21:00:00,anthropic.claude-3-7-sonnet-20250219,369 K
2025-05-21 21:00:00,google_genai.gemini-1.5-pro-002,14.0 K
2025-05-21 21:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 21:00:00,meta.llama-3-2-11b-vision-instruct,83.3 K
2025-05-21 21:00:00,mistral.mistral-small-2503,88
2025-05-21 21:00:00,mistral.pixtral-large-2411,86
2025-05-21 21:00:00,ollama.mistral:7b,70
2025-05-21 21:00:00,openai.gpt-4.1-2025-04-14,89.9 K
2025-05-21 21:00:00,openai.gpt-4.1-mini-2025-04-14,1.42 Mil
2025-05-21 21:00:00,openai.o4-mini-2025-04-16,311 K
2025-05-21 22:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 22:00:00,anthropic.claude-3-7-sonnet-20250219,333 K
2025-05-21 22:00:00,google_genai.gemini-1.5-pro-002,518
2025-05-21 22:00:00,google_genai.gemini-2.0-flash-001,1.61 K
2025-05-21 22:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-21 22:00:00,mistral.mistral-small-2503,88
2025-05-21 22:00:00,mistral.pixtral-large-2411,78
2025-05-21 22:00:00,ollama.mistral:7b,3.22 K
2025-05-21 22:00:00,openai.gpt-4.1-2025-04-14,474 K
2025-05-21 22:00:00,openai.gpt-4.1-mini-2025-04-14,1.39 Mil
2025-05-21 22:00:00,openai.o4-mini-2025-04-16,214 K
2025-05-21 23:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-21 23:00:00,anthropic.claude-3-7-sonnet-20250219,633 K
2025-05-21 23:00:00,google_genai.gemini-1.5-pro-002,873
2025-05-21 23:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-21 23:00:00,meta.llama-3-2-11b-vision-instruct,1.12 K
2025-05-21 23:00:00,mistral.mistral-small-2503,89
2025-05-21 23:00:00,mistral.pixtral-large-2411,95
2025-05-21 23:00:00,ollama.mistral:7b,2.81 K
2025-05-21 23:00:00,openai.gpt-4.1-2025-04-14,661 K
2025-05-21 23:00:00,openai.gpt-4.1-mini-2025-04-14,3.39 Mil
2025-05-21 23:00:00,openai.o4-mini-2025-04-16,17.6 K
2025-05-22 00:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 00:00:00,anthropic.claude-3-7-sonnet-20250219,127 K
2025-05-22 00:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 00:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 00:00:00,meta.llama-3-2-11b-vision-instruct,87.4 K
2025-05-22 00:00:00,mistral.mistral-small-2503,195
2025-05-22 00:00:00,mistral.pixtral-large-2411,96
2025-05-22 00:00:00,ollama.mistral:7b,154
2025-05-22 00:00:00,openai.gpt-4.1-2025-04-14,76.2 K
2025-05-22 00:00:00,openai.gpt-4.1-mini-2025-04-14,3.88 Mil
2025-05-22 00:00:00,openai.o4-mini-2025-04-16,178 K
2025-05-22 01:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 01:00:00,anthropic.claude-3-7-sonnet-20250219,2.97 K
2025-05-22 01:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 01:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 01:00:00,meta.llama-3-2-11b-vision-instruct,711
2025-05-22 01:00:00,mistral.mistral-small-2503,88
2025-05-22 01:00:00,mistral.pixtral-large-2411,57
2025-05-22 01:00:00,ollama.mistral:7b,154
2025-05-22 01:00:00,openai.gpt-4.1-2025-04-14,102 K
2025-05-22 01:00:00,openai.gpt-4.1-mini-2025-04-14,1.24 Mil
2025-05-22 01:00:00,openai.o4-mini-2025-04-16,130
2025-05-22 02:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 02:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-22 02:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 02:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 02:00:00,meta.llama-3-2-11b-vision-instruct,5.29 K
2025-05-22 02:00:00,mistral.mistral-small-2503,88
2025-05-22 02:00:00,mistral.pixtral-large-2411,60
2025-05-22 02:00:00,ollama.mistral:7b,154
2025-05-22 02:00:00,openai.gpt-4.1-2025-04-14,149 K
2025-05-22 02:00:00,openai.gpt-4.1-mini-2025-04-14,603 K
2025-05-22 02:00:00,openai.o4-mini-2025-04-16,75.8 K
2025-05-22 03:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 03:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-22 03:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 03:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 03:00:00,meta.llama-3-2-11b-vision-instruct,1.12 K
2025-05-22 03:00:00,mistral.mistral-small-2503,89
2025-05-22 03:00:00,mistral.pixtral-large-2411,34
2025-05-22 03:00:00,ollama.mistral:7b,154
2025-05-22 03:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-22 03:00:00,openai.gpt-4.1-mini-2025-04-14,129 K
2025-05-22 03:00:00,openai.o4-mini-2025-04-16,11.6 K
2025-05-22 04:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 04:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-22 04:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 04:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 04:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-22 04:00:00,mistral.mistral-small-2503,88
2025-05-22 04:00:00,mistral.pixtral-large-2411,94
2025-05-22 04:00:00,ollama.mistral:7b,154
2025-05-22 04:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-22 04:00:00,openai.gpt-4.1-mini-2025-04-14,266 K
2025-05-22 04:00:00,openai.o4-mini-2025-04-16,6.14 K
2025-05-22 05:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 05:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-22 05:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 05:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 05:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-22 05:00:00,mistral.mistral-small-2503,229
2025-05-22 05:00:00,mistral.pixtral-large-2411,34
2025-05-22 05:00:00,ollama.mistral:7b,154
2025-05-22 05:00:00,openai.gpt-4.1-2025-04-14,16
2025-05-22 05:00:00,openai.gpt-4.1-mini-2025-04-14,4.81 K
2025-05-22 05:00:00,openai.o4-mini-2025-04-16,33
2025-05-22 06:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 06:00:00,anthropic.claude-3-7-sonnet-20250219,38
2025-05-22 06:00:00,google_genai.gemini-1.5-pro-002,2.39 K
2025-05-22 06:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 06:00:00,meta.llama-3-2-11b-vision-instruct,35.5 K
2025-05-22 06:00:00,mistral.mistral-small-2503,88
2025-05-22 06:00:00,mistral.pixtral-large-2411,68
2025-05-22 06:00:00,ollama.mistral:7b,154
2025-05-22 06:00:00,openai.gpt-4.1-2025-04-14,32
2025-05-22 06:00:00,openai.gpt-4.1-mini-2025-04-14,372
2025-05-22 06:00:00,openai.o4-mini-2025-04-16,91.0 K
2025-05-22 07:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 07:00:00,anthropic.claude-3-7-sonnet-20250219,41.8 K
2025-05-22 07:00:00,google_genai.gemini-1.5-pro-002,4.96 K
2025-05-22 07:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 07:00:00,meta.llama-3-2-11b-vision-instruct,1.13 K
2025-05-22 07:00:00,mistral.mistral-small-2503,88
2025-05-22 07:00:00,mistral.pixtral-large-2411,57
2025-05-22 07:00:00,ollama.mistral:7b,154
2025-05-22 07:00:00,openai.gpt-4.1-2025-04-14,10.7 K
2025-05-22 07:00:00,openai.gpt-4.1-mini-2025-04-14,10.8 K
2025-05-22 07:00:00,openai.o4-mini-2025-04-16,5.24 K
2025-05-22 08:00:00,anthropic.claude-3-5-haiku-20241022,38
2025-05-22 08:00:00,anthropic.claude-3-7-sonnet-20250219,110 K
2025-05-22 08:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 08:00:00,google_genai.gemini-2.0-flash-001,207 K
2025-05-22 08:00:00,meta.llama-3-2-11b-vision-instruct,4.73 K
2025-05-22 08:00:00,mistral.mistral-small-2503,88
2025-05-22 08:00:00,mistral.pixtral-large-2411,34
2025-05-22 08:00:00,ollama.mistral:7b,154
2025-05-22 08:00:00,openai.gpt-4.1-2025-04-14,5.09 K
2025-05-22 08:00:00,openai.gpt-4.1-mini-2025-04-14,679 K
2025-05-22 08:00:00,openai.o4-mini-2025-04-16,4.86 K
2025-05-22 09:00:00,anthropic.claude-3-5-haiku-20241022,109 K
2025-05-22 09:00:00,anthropic.claude-3-7-sonnet-20250219,15.8 K
2025-05-22 09:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 09:00:00,google_genai.gemini-2.0-flash-001,667 K
2025-05-22 09:00:00,meta.llama-3-2-11b-vision-instruct,10.6 K
2025-05-22 09:00:00,mistral.mistral-small-2503,89
2025-05-22 09:00:00,mistral.pixtral-large-2411,34
2025-05-22 09:00:00,ollama.mistral:7b,154
2025-05-22 09:00:00,openai.gpt-4.1-2025-04-14,40.9 K
2025-05-22 09:00:00,openai.gpt-4.1-mini-2025-04-14,1.29 Mil
2025-05-22 09:00:00,openai.o4-mini-2025-04-16,53.0 K
2025-05-22 10:00:00,anthropic.claude-3-5-haiku-20241022,159 K
2025-05-22 10:00:00,anthropic.claude-3-7-sonnet-20250219,303 K
2025-05-22 10:00:00,google_genai.gemini-1.5-pro-002,1.08 K
2025-05-22 10:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 10:00:00,meta.llama-3-2-11b-vision-instruct,75.8 K
2025-05-22 10:00:00,mistral.mistral-small-2503,88
2025-05-22 10:00:00,mistral.pixtral-large-2411,57
2025-05-22 10:00:00,ollama.mistral:7b,154
2025-05-22 10:00:00,openai.gpt-4.1-2025-04-14,189 K
2025-05-22 10:00:00,openai.gpt-4.1-mini-2025-04-14,1.64 Mil
2025-05-22 10:00:00,openai.o4-mini-2025-04-16,726 K
2025-05-22 11:00:00,anthropic.claude-3-5-haiku-20241022,11.9 K
2025-05-22 11:00:00,anthropic.claude-3-7-sonnet-20250219,131 K
2025-05-22 11:00:00,google_genai.gemini-1.5-pro-002,18
2025-05-22 11:00:00,google_genai.gemini-2.0-flash-001,18
2025-05-22 11:00:00,meta.llama-3-2-11b-vision-instruct,3.79 K
2025-05-22 11:00:00,mistral.mistral-small-2503,88
2025-05-22 11:00:00,mistral.pixtral-large-2411,71
2025-05-22 11:00:00,ollama.mistral:7b,421
2025-05-22 11:00:00,openai.gpt-4.1-2025-04-14,254 K
2025-05-22 11:00:00,openai.gpt-4.1-mini-2025-04-14,2.87 Mil
2025-05-22 11:00:00,openai.o4-mini-2025-04-16,157 K
2025-05-22 12:00:00,anthropic.claude-3-5-haiku-20241022,38.1 K
2025-05-22 12:00:00,anthropic.claude-3-7-sonnet-20250219,565 K
2025-05-22 12:00:00,google_genai.gemini-1.5-pro-002,57.1 K
2025-05-22 12:00:00,google_genai.gemini-2.0-flash-001,798 K
2025-05-22 12:00:00,meta.llama-3-2-11b-vision-instruct,54.3 K
2025-05-22 12:00:00,mistral.mistral-small-2503,89
2025-05-22 12:00:00,mistral.pixtral-large-2411,72
2025-05-22 12:00:00,ollama.mistral:7b,154
2025-05-22 12:00:00,openai.gpt-4.1-2025-04-14,14.9 K
